project_id,Activity ID,Activity Name,Predecessors,Predecessor Details,Successors
The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (1st),"E-SUB-B02-1ST-1020, E-SUB-B02-1ST-1020","E-SUB-B02-1ST-1020: SS 12, E-SUB-B02-1ST-1020: FF 10","CON-B02-1ST-1040, CON-B02-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (1st),"E-SUB-B02-1ST-1010, E-SUB-B02-1ST-1010","E-SUB-B02-1ST-1010: SS 12, E-SUB-B02-1ST-1010: FF 10","CON-B02-1ST-1040, CON-B02-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (1st),"E-SUB-B01-1ST-1000, E-SUB-B01-1ST-1000","E-SUB-B01-1ST-1000: SS 12, E-SUB-B01-1ST-1000: FF 10","CON-B01-1ST-1010, CON-B01-1ST-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (1st),"E-SUB-B01-1ST-1030, E-SUB-B01-1ST-1030","E-SUB-B01-1ST-1030: SS 12, E-SUB-B01-1ST-1030: FF 10","CON-B01-1ST-1040, CON-B01-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (1st),"E-SUB-B01-1ST-1020, E-SUB-B01-1ST-1020","E-SUB-B01-1ST-1020: SS 12, E-SUB-B01-1ST-1020: FF 10","CON-B01-1ST-1040, CON-B01-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (1st),"E-SUB-B01-1ST-1010, E-SUB-B01-1ST-1010","E-SUB-B01-1ST-1010: SS 12, E-SUB-B01-1ST-1010: FF 10","CON-B01-1ST-1040, CON-B01-1ST-1050, CON-B01-1ST-1040"
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (1st),"E-SUB-B04-1ST-1000, E-SUB-B04-1ST-1000","E-SUB-B04-1ST-1000: SS 12, E-SUB-B04-1ST-1000: FF 10","CON-B04-1ST-1010, CON-B04-1ST-1020"
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (1st),"E-SUB-B04-1ST-1030, E-SUB-B04-1ST-1030","E-SUB-B04-1ST-1030: SS 12, E-SUB-B04-1ST-1030: FF 10","CON-B04-1ST-1040, CON-B04-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (1st),"E-SUB-B04-1ST-1020, E-SUB-B04-1ST-1020","E-SUB-B04-1ST-1020: SS 12, E-SUB-B04-1ST-1020: FF 10","CON-B04-1ST-1040, CON-B04-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (1st),"E-SUB-B04-1ST-1010, E-SUB-B04-1ST-1010","E-SUB-B04-1ST-1010: SS 12, E-SUB-B04-1ST-1010: FF 10","CON-B04-1ST-1040, CON-B04-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (1st),"E-SUB-B03-1ST-1000, E-SUB-B03-1ST-1000","E-SUB-B03-1ST-1000: SS 12, E-SUB-B03-1ST-1000: FF 10","CON-B03-1ST-1010, CON-B03-1ST-1020"
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (1st),"E-SUB-B03-1ST-1030, E-SUB-B03-1ST-1030","E-SUB-B03-1ST-1030: SS 12, E-SUB-B03-1ST-1030: FF 10","CON-B03-1ST-1040, CON-B03-1ST-1050"
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (1st),"E-SUB-B03-1ST-1020, E-SUB-B03-1ST-1020","E-SUB-B03-1ST-1020: SS 12, E-SUB-B03-1ST-1020: FF 10","CON-B03-1ST-1040, CON-B03-1ST-1050"
