project_id,Activity ID,Activity Name,Predecessors,Predecessor Details,Successors
The Big -P.01-UP-20-April-26,AB-SUB-B01-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),CON-B01-1ST-1030,CON-B01-1ST-1030: FS,"AB-APP-B01-1ST-1000, AB-APP-B01-1ST-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B01-1ST-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),CON-B01-1ST-1060,CON-B01-1ST-1060: FS,"AB-APP-B01-1ST-1010, AB-APP-B01-1ST-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),CON-B01-1ST-1060,CON-B01-1ST-1060: FS,"AB-APP-B01-1ST-1020, AB-APP-B01-1ST-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B01-1ST-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),CON-B01-1ST-1060,CON-B01-1ST-1060: FS,"AB-APP-B01-1ST-1030, AB-APP-B01-1ST-1030"
The Big -P.01-UP-20-April-26,AB-APP-B02-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),"AB-SUB-B02-1ST-1000, AB-SUB-B02-1ST-1000","AB-SUB-B02-1ST-1000: SS 12, AB-SUB-B02-1ST-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-1ST-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),"AB-SUB-B02-1ST-1010, AB-SUB-B02-1ST-1010","AB-SUB-B02-1ST-1010: SS 12, AB-SUB-B02-1ST-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),"AB-SUB-B02-1ST-1020, AB-SUB-B02-1ST-1020","AB-SUB-B02-1ST-1020: SS 12, AB-SUB-B02-1ST-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),"AB-SUB-B02-1ST-1030, AB-SUB-B02-1ST-1030","AB-SUB-B02-1ST-1030: SS 12, AB-SUB-B02-1ST-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),"AB-SUB-B01-1ST-1000, AB-SUB-B01-1ST-1000","AB-SUB-B01-1ST-1000: SS 12, AB-SUB-B01-1ST-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),"AB-SUB-B01-1ST-1010, AB-SUB-B01-1ST-1010","AB-SUB-B01-1ST-1010: SS 12, AB-SUB-B01-1ST-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),"AB-SUB-B01-1ST-1020, AB-SUB-B01-1ST-1020","AB-SUB-B01-1ST-1020: SS 12, AB-SUB-B01-1ST-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),"AB-SUB-B01-1ST-1030, AB-SUB-B01-1ST-1030","AB-SUB-B01-1ST-1030: SS 12, AB-SUB-B01-1ST-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),"AB-SUB-B04-1ST-1000, AB-SUB-B04-1ST-1000","AB-SUB-B04-1ST-1000: SS 12, AB-SUB-B04-1ST-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-1ST-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),"AB-SUB-B04-1ST-1010, AB-SUB-B04-1ST-1010","AB-SUB-B04-1ST-1010: SS 12, AB-SUB-B04-1ST-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),"AB-SUB-B04-1ST-1020, AB-SUB-B04-1ST-1020","AB-SUB-B04-1ST-1020: SS 12, AB-SUB-B04-1ST-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),"AB-SUB-B04-1ST-1030, AB-SUB-B04-1ST-1030","AB-SUB-B04-1ST-1030: SS 12, AB-SUB-B04-1ST-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),"AB-SUB-B03-1ST-1000, AB-SUB-B03-1ST-1000","AB-SUB-B03-1ST-1000: SS 12, AB-SUB-B03-1ST-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-1ST-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),"AB-SUB-B03-1ST-1010, AB-SUB-B03-1ST-1010","AB-SUB-B03-1ST-1010: SS 12, AB-SUB-B03-1ST-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),"AB-SUB-B03-1ST-1020, AB-SUB-B03-1ST-1020","AB-SUB-B03-1ST-1020: SS 12, AB-SUB-B03-1ST-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),"AB-SUB-B03-1ST-1030, AB-SUB-B03-1ST-1030","AB-SUB-B03-1ST-1030: SS 12, AB-SUB-B03-1ST-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,E-SUB-B01-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 01),E-DR-1000,E-DR-1000: FS 7,"E-APP-B01-BAS01-1000, E-APP-B01-BAS01-1000, E-SUB-B01-BAS01-1010"
The Big -P.01-UP-20-April-26,E-SUB-B01-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 01),"E-DR-1000, E-SUB-B01-BAS01-1030","E-DR-1000: FS 21, E-SUB-B01-BAS01-1030: SS 3","E-APP-B01-BAS01-1040, E-APP-B01-BAS01-1040"
The Big -P.01-UP-20-April-26,E-SUB-B01-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 01),"E-DR-1000, E-SUB-B01-BAS01-1020","E-DR-1000: FS 17, E-SUB-B01-BAS01-1020: SS 3","E-APP-B01-BAS01-1030, E-APP-B01-BAS01-1030, E-SUB-B01-BAS01-1040"
The Big -P.01-UP-20-April-26,E-SUB-B01-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 01),"E-DR-1000, E-SUB-B01-BAS01-1000","E-DR-1000: FS 10, E-SUB-B01-BAS01-1000: SS 3","E-APP-B01-BAS01-1010, E-APP-B01-BAS01-1010, E-SUB-B01-BAS01-1020"
The Big -P.01-UP-20-April-26,E-SUB-B01-BAS01-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 01),"E-DR-1000, E-SUB-B01-BAS01-1010","E-DR-1000: FS 14, E-SUB-B01-BAS01-1010: SS 3","E-APP-B01-BAS01-1020, E-APP-B01-BAS01-1020, E-SUB-B01-BAS01-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (2nd),E-DR-1000,E-DR-1000: FS 60,"E-APP-B04-2ND-1000, E-APP-B04-2ND-1000, E-SUB-B04-2ND-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (2nd),"E-DR-1000, E-SUB-B04-2ND-1020","E-DR-1000: FS 71, E-SUB-B04-2ND-1020: SS 3","E-APP-B04-2ND-1030, E-APP-B04-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (2nd),"E-DR-1000, E-SUB-B04-2ND-1010","E-DR-1000: FS 67, E-SUB-B04-2ND-1010: SS 3","E-APP-B04-2ND-1020, E-APP-B04-2ND-1020, E-SUB-B04-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (2nd),"E-DR-1000, E-SUB-B04-2ND-1000","E-DR-1000: FS 64, E-SUB-B04-2ND-1000: SS 3","E-APP-B04-2ND-1010, E-APP-B04-2ND-1010, E-SUB-B04-2ND-1020"
The Big -P.01-UP-20-April-26,E-SUB-B03-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (2nd),E-DR-1000,E-DR-1000: FS 40,"E-APP-B03-2ND-1000, E-APP-B03-2ND-1000, E-SUB-B03-2ND-1010"
The Big -P.01-UP-20-April-26,E-SUB-B03-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (2nd),"E-DR-1000, E-SUB-B03-2ND-1020","E-DR-1000: FS 50, E-SUB-B03-2ND-1020: SS 3","E-APP-B03-2ND-1030, E-APP-B03-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (2nd),"E-DR-1000, E-SUB-B03-2ND-1010","E-DR-1000: FS 46, E-SUB-B03-2ND-1010: SS 3","E-APP-B03-2ND-1020, E-APP-B03-2ND-1020, E-SUB-B03-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (2nd),"E-DR-1000, E-SUB-B03-2ND-1000","E-DR-1000: FS 43, E-SUB-B03-2ND-1000: SS 3","E-APP-B03-2ND-1010, E-APP-B03-2ND-1010, E-SUB-B03-2ND-1020"
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (2nd),E-DR-1000,E-DR-1000: FS 45,"E-APP-B02-2ND-1000, E-APP-B02-2ND-1000, E-SUB-B02-2ND-1010"
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (2nd),"E-DR-1000, E-SUB-B02-2ND-1020","E-DR-1000: FS 56, E-SUB-B02-2ND-1020: SS 3","E-APP-B02-2ND-1030, E-APP-B02-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (2nd),"E-DR-1000, E-SUB-B02-2ND-1010","E-DR-1000: FS 52, E-SUB-B02-2ND-1010: SS 3","E-APP-B02-2ND-1020, E-APP-B02-2ND-1020, E-SUB-B02-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (2nd),"E-DR-1000, E-SUB-B02-2ND-1000","E-DR-1000: FS 49, E-SUB-B02-2ND-1000: SS 3","E-APP-B02-2ND-1010, E-APP-B02-2ND-1010, E-SUB-B02-2ND-1020"
The Big -P.01-UP-20-April-26,E-SUB-B01-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (2nd),E-DR-1000,E-DR-1000: FS 40,"E-APP-B01-2ND-1000, E-APP-B01-2ND-1000, E-SUB-B01-2ND-1010"
The Big -P.01-UP-20-April-26,E-SUB-B01-2ND-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (2nd),"E-DR-1000, E-SUB-B01-2ND-1020","E-DR-1000: FS 50, E-SUB-B01-2ND-1020: SS 3","E-APP-B01-2ND-1030, E-APP-B01-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (2nd),"E-DR-1000, E-SUB-B01-2ND-1010","E-DR-1000: FS 46, E-SUB-B01-2ND-1010: SS 3","E-APP-B01-2ND-1020, E-APP-B01-2ND-1020, E-SUB-B01-2ND-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (2nd),"E-DR-1000, E-SUB-B01-2ND-1000","E-DR-1000: FS 43, E-SUB-B01-2ND-1000: SS 3","E-APP-B01-2ND-1010, E-APP-B01-2ND-1010, E-SUB-B01-2ND-1020"
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (2nd),"E-SUB-B02-2ND-1000, E-SUB-B02-2ND-1000","E-SUB-B02-2ND-1000: SS 12, E-SUB-B02-2ND-1000: FF 10","CON-B02-2ND-1010, CON-B02-2ND-1020"
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B02) (2nd),"E-SUB-B02-2ND-1030, E-SUB-B02-2ND-1030","E-SUB-B02-2ND-1030: SS 12, E-SUB-B02-2ND-1030: FF 10","CON-B02-2ND-1040, CON-B02-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (2nd),"E-SUB-B02-2ND-1020, E-SUB-B02-2ND-1020","E-SUB-B02-2ND-1020: SS 12, E-SUB-B02-2ND-1020: FF 10","CON-B02-2ND-1040, CON-B02-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (2nd),"E-SUB-B02-2ND-1010, E-SUB-B02-2ND-1010","E-SUB-B02-2ND-1010: SS 12, E-SUB-B02-2ND-1010: FF 10","CON-B02-2ND-1040, CON-B02-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (2nd),"E-SUB-B01-2ND-1000, E-SUB-B01-2ND-1000","E-SUB-B01-2ND-1000: SS 12, E-SUB-B01-2ND-1000: FF 10","CON-B01-2ND-1010, CON-B01-2ND-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (2nd),"E-SUB-B01-2ND-1030, E-SUB-B01-2ND-1030","E-SUB-B01-2ND-1030: SS 12, E-SUB-B01-2ND-1030: FF 10","CON-B01-2ND-1040, CON-B01-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (2nd),"E-SUB-B01-2ND-1020, E-SUB-B01-2ND-1020","E-SUB-B01-2ND-1020: SS 12, E-SUB-B01-2ND-1020: FF 10","CON-B01-2ND-1040, CON-B01-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (2nd),"E-SUB-B01-2ND-1010, E-SUB-B01-2ND-1010","E-SUB-B01-2ND-1010: SS 12, E-SUB-B01-2ND-1010: FF 10","CON-B01-2ND-1040, CON-B01-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (2nd),"E-SUB-B04-2ND-1000, E-SUB-B04-2ND-1000","E-SUB-B04-2ND-1000: SS 12, E-SUB-B04-2ND-1000: FF 10","CON-B04-2ND-1010, CON-B04-2ND-1020"
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (2nd),"E-SUB-B04-2ND-1030, E-SUB-B04-2ND-1030","E-SUB-B04-2ND-1030: SS 12, E-SUB-B04-2ND-1030: FF 10","CON-B04-2ND-1040, CON-B04-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (2nd),"E-SUB-B04-2ND-1020, E-SUB-B04-2ND-1020","E-SUB-B04-2ND-1020: SS 12, E-SUB-B04-2ND-1020: FF 10","CON-B04-2ND-1040, CON-B04-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (2nd),"E-SUB-B04-2ND-1010, E-SUB-B04-2ND-1010","E-SUB-B04-2ND-1010: SS 12, E-SUB-B04-2ND-1010: FF 10","CON-B04-2ND-1040, CON-B04-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (2nd),"E-SUB-B03-2ND-1000, E-SUB-B03-2ND-1000","E-SUB-B03-2ND-1000: SS 12, E-SUB-B03-2ND-1000: FF 10","CON-B03-2ND-1010, CON-B03-2ND-1020"
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (2nd),"E-SUB-B03-2ND-1030, E-SUB-B03-2ND-1030","E-SUB-B03-2ND-1030: SS 12, E-SUB-B03-2ND-1030: FF 10","CON-B03-2ND-1040, CON-B03-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (2nd),"E-SUB-B03-2ND-1020, E-SUB-B03-2ND-1020","E-SUB-B03-2ND-1020: SS 12, E-SUB-B03-2ND-1020: FF 10","CON-B03-2ND-1040, CON-B03-2ND-1050"
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (2nd),"E-SUB-B03-2ND-1010, E-SUB-B03-2ND-1010","E-SUB-B03-2ND-1010: SS 12, E-SUB-B03-2ND-1010: FF 10","CON-B03-2ND-1040, CON-B03-2ND-1050"
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),CON-B01-BAS01-1030,CON-B01-BAS01-1030: FS,"AB-APP-B01-BAS1-1000, AB-APP-B01-BAS1-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),CON-B01-BAS01-1110,CON-B01-BAS01-1110: FS,"AB-APP-B01-BAS1-1020, AB-APP-B01-BAS1-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),CON-B01-BAS01-1110,CON-B01-BAS01-1110: FS,"AB-APP-B01-BAS1-1030, AB-APP-B01-BAS1-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),CON-B01-BAS01-1100,CON-B01-BAS01-1100: FS,"AB-APP-B01-BAS1-1010, AB-APP-B01-BAS1-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS1-1040,Submittal for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),CON-B01-BAS01-1130,CON-B01-BAS01-1130: FS,"AB-APP-B01-BAS1-1040, AB-APP-B01-BAS1-1040"
The Big -P.01-UP-20-April-26,AB-SUB-B04-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),CON-B04-2ND-1030,CON-B04-2ND-1030: FS,"AB-APP-B04-2ND-1000, AB-APP-B04-2ND-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B04-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),CON-B04-2ND-1060,CON-B04-2ND-1060: FS,"AB-APP-B04-2ND-1010, AB-APP-B04-2ND-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B04-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),CON-B04-2ND-1060,CON-B04-2ND-1060: FS,"AB-APP-B04-2ND-1020, AB-APP-B04-2ND-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B04-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),CON-B04-2ND-1060,CON-B04-2ND-1060: FS,"AB-APP-B04-2ND-1030, AB-APP-B04-2ND-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B03-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),CON-B03-2ND-1030,CON-B03-2ND-1030: FS,"AB-APP-B03-2ND-1000, AB-APP-B03-2ND-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B03-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),CON-B03-2ND-1060,CON-B03-2ND-1060: FS,"AB-APP-B03-2ND-1010, AB-APP-B03-2ND-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B03-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),CON-B03-2ND-1060,CON-B03-2ND-1060: FS,"AB-APP-B03-2ND-1020, AB-APP-B03-2ND-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B03-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (2nd),CON-B03-2ND-1060,CON-B03-2ND-1060: FS,"AB-APP-B03-2ND-1030, AB-APP-B03-2ND-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B02-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),CON-B02-2ND-1030,CON-B02-2ND-1030: FS,"AB-APP-B02-2ND-1000, AB-APP-B02-2ND-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B02-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),CON-B02-2ND-1060,CON-B02-2ND-1060: FS,"AB-APP-B02-2ND-1010, AB-APP-B02-2ND-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B02-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),CON-B02-2ND-1060,CON-B02-2ND-1060: FS,"AB-APP-B02-2ND-1020, AB-APP-B02-2ND-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B02-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),CON-B02-2ND-1060,CON-B02-2ND-1060: FS,"AB-APP-B02-2ND-1030, AB-APP-B02-2ND-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B01-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),CON-B01-2ND-1030,CON-B01-2ND-1030: FS,"AB-APP-B01-2ND-1000, AB-APP-B01-2ND-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B01-2ND-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),CON-B01-2ND-1060,CON-B01-2ND-1060: FS,"AB-APP-B01-2ND-1010, AB-APP-B01-2ND-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-2ND-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),CON-B01-2ND-1060,CON-B01-2ND-1060: FS,"AB-APP-B01-2ND-1020, AB-APP-B01-2ND-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B01-2ND-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),CON-B01-2ND-1060,CON-B01-2ND-1060: FS,"AB-APP-B01-2ND-1030, AB-APP-B01-2ND-1030"
The Big -P.01-UP-20-April-26,AB-APP-B02-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),"AB-SUB-B02-2ND-1000, AB-SUB-B02-2ND-1000","AB-SUB-B02-2ND-1000: SS 12, AB-SUB-B02-2ND-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),"AB-SUB-B02-2ND-1010, AB-SUB-B02-2ND-1010","AB-SUB-B02-2ND-1010: SS 12, AB-SUB-B02-2ND-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),"AB-SUB-B02-2ND-1020, AB-SUB-B02-2ND-1020","AB-SUB-B02-2ND-1020: SS 12, AB-SUB-B02-2ND-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),"AB-SUB-B02-2ND-1030, AB-SUB-B02-2ND-1030","AB-SUB-B02-2ND-1030: SS 12, AB-SUB-B02-2ND-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),"AB-SUB-B01-2ND-1000, AB-SUB-B01-2ND-1000","AB-SUB-B01-2ND-1000: SS 12, AB-SUB-B01-2ND-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),"AB-SUB-B01-2ND-1010, AB-SUB-B01-2ND-1010","AB-SUB-B01-2ND-1010: SS 12, AB-SUB-B01-2ND-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),"AB-SUB-B01-2ND-1020, AB-SUB-B01-2ND-1020","AB-SUB-B01-2ND-1020: SS 12, AB-SUB-B01-2ND-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),"AB-SUB-B01-2ND-1030, AB-SUB-B01-2ND-1030","AB-SUB-B01-2ND-1030: SS 12, AB-SUB-B01-2ND-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),"AB-SUB-B04-2ND-1000, AB-SUB-B04-2ND-1000","AB-SUB-B04-2ND-1000: SS 12, AB-SUB-B04-2ND-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-2ND-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),"AB-SUB-B04-2ND-1010, AB-SUB-B04-2ND-1010","AB-SUB-B04-2ND-1010: SS 12, AB-SUB-B04-2ND-1010: FF 6",HO-1050
