Actual Duration,Activity ID,Activity Name,WBS,project_id,Original Duration,Remaining Duration,BL Project Start,BL Project Finish,Start,Finish,Free Float,Total Float,Variance - BL1 Nonlabor Units,Variance - BL Project Nonlabor Units,Actual Nonlabor Units,Remaining Nonlabor Units,Predecessors,Successors,Budgeted Nonlabor Units,Activity % Complete,Critical,Longest Path
0,E-SUB-B01-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs (B01) (Sog),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB.SOG,The Big -P.01-UP-20-April-26,18,18,10-Mar-26,4-Apr-26,10-Mar-26,4-Apr-26,0,229,0,0,0,0,E-DR-1000,"E-APP-B01-SOG-1000, E-APP-B01-SOG-1000, E-SUB-B01-SOG-1010",0,0%,No,No
0,E-SUB-B01-SOG-1010,Submittal for S.O.G RFT DWGs (B01) (Sog),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB.SOG,The Big -P.01-UP-20-April-26,18,18,14-Mar-26,7-Apr-26,14-Mar-26,7-Apr-26,0,229,0,0,0,0,"E-DR-1000, E-SUB-B01-SOG-1000","E-APP-B01-SOG-1010, E-APP-B01-SOG-1010",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,30,30,17-Nov-25,21-Dec-25,17-Nov-25,21-Dec-25,0,47,0,0,0,0,,,0,,,
0,E-SUB-B01-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 01),Approved Baseline.EN.2.S.P02.B01.SUB.1stB,The Big -P.01-UP-20-April-26,18,18,17-Nov-25,7-Dec-25,17-Nov-25,7-Dec-25,0,42,0,0,0,0,E-DR-1000,"E-APP-B01-BAS01-1000, E-APP-B01-BAS01-1000, E-SUB-B01-BAS01-1010",0,0%,No,No
0,E-SUB-B01-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 01),Approved Baseline.EN.2.S.P02.B01.SUB.1stB,The Big -P.01-UP-20-April-26,18,18,20-Nov-25,10-Dec-25,20-Nov-25,10-Dec-25,0,47,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS01-1000","E-APP-B01-BAS01-1010, E-APP-B01-BAS01-1010, E-SUB-B01-BAS01-1020",0,0%,No,No
0,E-SUB-B01-BAS01-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 01),Approved Baseline.EN.2.S.P02.B01.SUB.1stB,The Big -P.01-UP-20-April-26,18,18,24-Nov-25,14-Dec-25,24-Nov-25,14-Dec-25,0,47,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS01-1010","E-APP-B01-BAS01-1020, E-APP-B01-BAS01-1020, E-SUB-B01-BAS01-1030",0,0%,No,No
0,E-SUB-B01-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 01),Approved Baseline.EN.2.S.P02.B01.SUB.1stB,The Big -P.01-UP-20-April-26,18,18,27-Nov-25,17-Dec-25,27-Nov-25,17-Dec-25,0,47,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS01-1020","E-APP-B01-BAS01-1030, E-APP-B01-BAS01-1030, E-SUB-B01-BAS01-1040",0,0%,No,No
0,E-SUB-B01-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 01),Approved Baseline.EN.2.S.P02.B01.SUB.1stB,The Big -P.01-UP-20-April-26,18,18,1-Dec-25,21-Dec-25,1-Dec-25,21-Dec-25,0,47,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS01-1030","E-APP-B01-BAS01-1040, E-APP-B01-BAS01-1040",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,120,120,20-Nov-25,16-Apr-26,20-Nov-25,16-Apr-26,0,251,0,0,0,0,,,0,,,
0,,,,The Big -P.01-UP-20-April-26,27,27,20-Nov-25,21-Dec-25,20-Nov-25,21-Dec-25,0,79,0,0,0,0,,,0,,,
